base,profile,target,rank,action_key,source,mode,alpha,cap,anchor_ref,full_logloss,last_logloss,full_delta_vs_base,last_delta_vs_base,full_delta_vs_anchor,last_delta_vs_anchor,test_abs_delta_mean,test_mean_delta,test_up_rate,test_down_rate,public_risk,bad_alignment,train_cap_scale,test_cap_scale,base_safe
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,4,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,5,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,6,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,7,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,8,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__prob__a0p05__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,prob,0.05,0.018,base,0.6951333799215066,0.6216168517955566,-0.0026594235940206046,-0.002557175093856223,0.0022535232975841035,-0.016467517504844764,0.00810724808402149,0.00548611201458203,0.564,0.436,0.0030996504363514673,5.6079980567786734e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,9,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__prob__a0p05__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,prob,0.05,0.024,base,0.6951333799215066,0.6216168517955566,-0.0026594235940206046,-0.002557175093856223,0.0022535232975841035,-0.016467517504844764,0.00810724808402149,0.00548611201458203,0.564,0.436,0.0030996504363514673,5.6079980567786734e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,10,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__prob__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,prob,0.08,0.024,base,0.6936129511503785,0.6201638421434229,-0.0041798523651487285,-0.004010184745989909,0.0007330945264559796,-0.01792052715697845,0.00931231470783498,0.005118496996731853,0.564,0.436,0.0036786919188525557,6.306944990131457e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,tight,Q2,11,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__prob__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,prob,0.08,0.024,base,0.6936129511503785,0.6201638421434229,-0.0041798523651487285,-0.004010184745989909,0.0007330945264559796,-0.01792052715697845,0.00931231470783498,0.005118496996731853,0.564,0.436,0.0036786919188525557,6.306944990131457e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,0,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.018,base,0.6953104951881611,0.6215275336172283,-0.0024823083273660673,-0.002646493272184469,0.0024306385642386408,-0.01655683568317301,0.008103676861263334,0.0056444259691025515,0.564,0.436,0.0030822119906582447,5.602355227368983e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,1,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.024,base,0.6953104951881611,0.6215275336172283,-0.0024823083273660673,-0.002646493272184469,0.0024306385642386408,-0.01655683568317301,0.008103676861263334,0.0056444259691025515,0.564,0.436,0.0030822119906582447,5.602355227368983e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,2,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,3,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,4,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,5,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,6,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,7,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,8,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__prob__a0p05__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,prob,0.05,0.018,base,0.6951333799215066,0.6216168517955566,-0.0026594235940206046,-0.002557175093856223,0.0022535232975841035,-0.016467517504844764,0.00810724808402149,0.00548611201458203,0.564,0.436,0.0030996504363514673,5.6079980567786734e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,9,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__prob__a0p05__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,prob,0.05,0.024,base,0.6951333799215066,0.6216168517955566,-0.0026594235940206046,-0.002557175093856223,0.0022535232975841035,-0.016467517504844764,0.00810724808402149,0.00548611201458203,0.564,0.436,0.0030996504363514673,5.6079980567786734e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,10,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__prob__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,prob,0.08,0.024,base,0.6936129511503785,0.6201638421434229,-0.0041798523651487285,-0.004010184745989909,0.0007330945264559796,-0.01792052715697845,0.00931231470783498,0.005118496996731853,0.564,0.436,0.0036786919188525557,6.306944990131457e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,balanced,Q2,11,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__prob__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,prob,0.08,0.024,base,0.6936129511503785,0.6201638421434229,-0.0041798523651487285,-0.004010184745989909,0.0007330945264559796,-0.01792052715697845,0.00931231470783498,0.005118496996731853,0.564,0.436,0.0036786919188525557,6.306944990131457e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,0,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.018,base,0.6953104951881611,0.6215275336172283,-0.0024823083273660673,-0.002646493272184469,0.0024306385642386408,-0.01655683568317301,0.008103676861263334,0.0056444259691025515,0.564,0.436,0.0030822119906582447,5.602355227368983e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,1,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.024,base,0.6953104951881611,0.6215275336172283,-0.0024823083273660673,-0.002646493272184469,0.0024306385642386408,-0.01655683568317301,0.008103676861263334,0.0056444259691025515,0.564,0.436,0.0030822119906582447,5.602355227368983e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,2,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,3,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,4,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.08,0.024,base,0.6938722629322358,0.6200227032062464,-0.0039205405832913875,-0.004151323683166397,0.0009924063083133206,-0.018061666094154938,0.009307988959215632,0.005364072845129043,0.564,0.436,0.00365218774713413,6.298900387190749e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,5,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,6,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,7,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p12__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.12,0.024,base,0.6920148178963497,0.6181134731085282,-0.005777985619177528,-0.006060553780884659,-0.00086503872757282,-0.0199708961918732,0.01091516419469862,0.004981163373718987,0.564,0.436,0.00441370755024248,7.228665786100801e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,8,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__prob__a0p05__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,prob,0.05,0.018,base,0.6951333799215066,0.6216168517955566,-0.0026594235940206046,-0.002557175093856223,0.0022535232975841035,-0.016467517504844764,0.00810724808402149,0.00548611201458203,0.564,0.436,0.0030996504363514673,5.6079980567786734e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,9,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__prob__a0p05__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,prob,0.05,0.024,base,0.6951333799215066,0.6216168517955566,-0.0026594235940206046,-0.002557175093856223,0.0022535232975841035,-0.016467517504844764,0.00810724808402149,0.00548611201458203,0.564,0.436,0.0030996504363514673,5.6079980567786734e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,10,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__prob__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,prob,0.08,0.024,base,0.6936129511503785,0.6201638421434229,-0.0041798523651487285,-0.004010184745989909,0.0007330945264559796,-0.01792052715697845,0.00931231470783498,0.005118496996731853,0.564,0.436,0.0036786919188525557,6.306944990131457e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_aggressive_logit_anchorblend_w0p9,q2_force,Q2,11,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__prob__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,prob,0.08,0.024,base,0.6936129511503785,0.6201638421434229,-0.0041798523651487285,-0.004010184745989909,0.0007330945264559796,-0.01792052715697845,0.00931231470783498,0.005118496996731853,0.564,0.436,0.0036786919188525557,6.306944990131457e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_aggressive_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,0,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p014__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.014,base,0.6903035308839306,0.627600291997278,-0.002213489544036107,-0.003198603107134046,-0.0025763257399918915,-0.010484077303123396,0.005179544600705865,0.0020954866865402363,0.5,0.5,0.0021212464016636154,3.8355527267350543e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,1,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.018,base,0.6903035308839306,0.627600291997278,-0.002213489544036107,-0.003198603107134046,-0.0025763257399918915,-0.010484077303123396,0.005179544600705865,0.0020954866865402363,0.5,0.5,0.0021212464016636154,3.8355527267350543e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,2,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p05__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.05,0.024,base,0.6903035308839306,0.627600291997278,-0.002213489544036107,-0.003198603107134046,-0.0025763257399918915,-0.010484077303123396,0.005179544600705865,0.0020954866865402363,0.5,0.5,0.0021212464016636154,3.8355527267350543e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,3,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p08__cap0p014__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.08,0.014,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,4,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p08__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.08,0.018,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,5,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_composite_last0.586688_full0.592353__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_composite_last0.586688_full0.592353,logit,0.08,0.024,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,6,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p08__cap0p014__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.08,0.014,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,7,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p08__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.08,0.018,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,8,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_full_last0.587857_full0.591406__logit__a0p08__cap0p024__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_full_last0.587857_full0.591406,logit,0.08,0.024,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,9,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p08__cap0p014__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.08,0.014,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
public_aware_stack_blend_20260622/target_select_public_tight_logit_anchorblend_w0p9,tight,Q2,10,Q2__target_weighted_single_model_lgbm_20260622_target_weighted_single_last_last0.586345_full0.593006__logit__a0p08__cap0p018__base,target_weighted_single_model_lgbm_20260622/target_weighted_single_last_last0.586345_full0.593006,logit,0.08,0.018,base,0.6890265235418638,0.6257746403078429,-0.003490496886102923,-0.005024254796569094,-0.0038533330820587075,-0.012309728992558444,0.006850575017186074,0.001901970223028428,0.5,0.5,0.0028925617354308903,4.764419122151565e-05,1.0,1.0,public_aware_stack_blend_20260622_target_select_public_tight_logit_anchorblend_w0p9
